condition_id,number,raw_answer,answer
high,32823,a,A
high,32824,c,C
high,32825,c,C
high,32826,b,B
high,32827,c,C
high,32828,a,A
high,32829,a,A
high,32830,c,C
high,32831,a,A
high,32832,b,B
high,32833,c,C
high,32834,b,B
high,32835,c,C
high,32836,a,A
high,32837,a,A
high,32838,b,B
high,32839,a,A
high,32840,c,C
high,32841,b,B
high,32842,c,C
high,32843,b,B
high,32844,a,A
high,32845,a,A
high,32846,b,B
high,32847,a,A
high,32848,c,C
high,32849,a,A
high,32850,b,B
high,32851,a,A
high,32852,c,C
high,32853,b,B
high,32854,c,C
high,32855,b,B
high,32856,a,A
high,32857,c,C
high,32858,a,A
high,32859,c,C
high,32860,b,B
high,32861,a,A
high,32862,c,C
high,32863,a,A
high,32864,b,B
high,32865,c,C
high,32866,a,A
high,32867,c,C
high,32868,b,B
high,32869,c,C
high,32870,a,A
high,32871,c,C
high,32872,b,B
high,32873,b,B
high,32874,a,A
high,32875,b,B
high,32876,c,C
high,32877,a,A
high,32878,b,B
high,32879,a,A
high,32880,c,C
high,32881,b,B
high,32882,a,A
high,32883,b,B
high,32884,c,C
high,32885,a,A
high,32886,b,B
high,32887,a,A
high,32888,c,C
high,32889,a,A
high,32890,c,C
high,32891,a,A
high,32892,b,B
high,32893,c,C
high,32894,a,A
high,32895,c,C
high,32896,b,B
high,32897,a,A
high,32898,c,C
high,32899,a,A
high,32900,b,B
high,32901,b,B
high,32902,c,C
high,32903,b,B
high,32904,a,A
high,32905,c,C
high,32906,b,B
high,32907,c,C
high,32908,a,A
high,32909,b,B
high,32910,a,A
high,32911,b,B
high,32912,c,C
high,32913,c,C
high,32914,b,B
high,32915,c,C
high,32916,a,A
high,32917,c,C
high,32918,a,A
high,32919,c,C
high,32920,b,B
high,32921,c,C
high,32922,a,A
high,32923,c,C
high,32924,b,B
high,32925,c,C
high,32926,a,A
high,32927,c,C
high,32928,b,B
high,32929,a,A
high,32930,c,C
high,32931,a,A
high,32932,b,B
high,32933,a,A
high,32934,c,C
high,32935,a,A
high,32936,b,B
high,32937,c,C
high,32938,a,A
high,32939,c,C
high,32940,b,B
high,32941,a,A
high,32942,b,B
high,32943,a,A
high,32944,c,C
high,32945,b,B
high,32946,c,C
high,32947,b,B
high,32948,a,A
high,32949,b,B
high,32950,c,C
high,32951,b,B
high,32952,a,A
high,32953,b,B
high,32954,a,A
high,32955,b,B
high,32956,c,C
high,32957,c,C
high,32958,b,B
high,32959,c,C
high,32960,a,A
high,32961,a,A
high,32962,b,B
high,32963,a,A
high,32964,c,C
high,32965,a,A
high,32966,c,C
high,32967,a,A
high,32968,b,B
high,32969,b,B
high,32970,c,C
high,32971,b,B
high,32972,a,A
high,32973,b,B
high,32974,a,A
high,32975,b,B
high,32976,c,C
high,32977,c,C
high,32978,a,A
high,32979,c,C
high,32980,b,B
high,32981,b,B
high,32982,a,A
high,32983,b,B
high,32984,c,C
high,32985,c,C
high,32986,a,A
high,32987,c,C
high,32988,b,B
high,32989,c,C
high,32990,b,B
high,32991,c,C
high,32992,a,A
high,32993,b,B
high,32994,c,C
high,32995,b,B
high,32996,a,A
high,32997,c,C
high,32998,b,B
high,32999,c,C
high,33000,a,A
high,33001,a,A
high,33002,c,C
high,33003,a,A
high,33004,b,B
high,33005,c,C
high,33006,a,A
high,33007,c,C
high,33008,b,B
high,33009,c,C
high,33010,a,A
high,33011,c,C
high,33012,b,B
high,33013,b,B
high,33014,a,A
high,33015,b,B
high,33016,c,C
high,33017,c,C
high,33018,a,A
high,33019,c,C
high,33020,b,B
high,33021,a,A
high,33022,b,B
high,33023,a,A
high,33024,c,C
high,33025,b,B
high,33026,a,A
high,33027,b,B
high,33028,c,C
high,33029,b,B
high,33030,a,A
high,33031,b,B
high,33032,c,C
high,33033,a,A
high,33034,b,B
high,33035,a,A
high,33036,c,C
high,33037,b,B
high,33038,c,C
high,33039,b,B
high,33040,a,A
high,33041,b,B
high,33042,c,C
high,33043,b,B
high,33044,a,A
high,33045,b,B
high,33046,a,A
high,33047,b,B
high,33048,c,C
high,33049,c,C
high,33050,a,A
high,33051,c,C
high,33052,b,B
high,33053,c,C
high,33054,a,A
high,33055,c,C
high,33056,b,B
high,33057,a,A
high,33058,c,C
high,33059,a,A
high,33060,b,B
high,33061,c,C
high,33062,b,B
high,33063,c,C
high,33064,a,A
high,33065,c,C
high,33066,a,A
high,33067,c,C
high,33068,b,B
high,33069,a,A
high,33070,c,C
high,33071,a,A
high,33072,b,B
high,33073,a,A
high,33074,c,C
high,33075,a,A
high,33076,b,B
high,33077,c,C
high,33078,b,B
high,33079,c,C
high,33080,a,A
high,33081,b,B
high,33082,c,C
high,33083,b,B
high,33084,a,A
high,33085,a,A
high,33086,c,C
high,33087,a,A
high,33088,b,B
high,33089,a,A
high,33090,c,C
high,33091,a,A
high,33092,b,B
high,33093,a,A
high,33094,c,C
high,33095,a,A
high,33096,b,B
high,33097,b,B
high,33098,a,A
high,33099,b,B
high,33100,c,C
high,33101,c,C
high,33102,a,A
high,33103,c,C
high,33104,b,B
high,33105,a,A
high,33106,b,B
high,33107,a,A
high,33108,c,C
high,33109,c,C
high,33110,a,A
high,33111,c,C
high,33112,b,B
high,33113,c,C
high,33114,b,B
high,33115,c,C
high,33116,a,A
high,33117,b,B
high,33118,a,A
high,33119,b,B
high,33120,c,C
high,33121,a,A
high,33122,c,C
high,33123,a,A
high,33124,b,B
high,33125,b,B
high,33126,a,A
high,33127,b,B
high,33128,c,C
high,33129,c,C
high,33130,b,B
high,33131,c,C
high,33132,a,A
high,33133,c,C
high,33134,a,A
high,33135,c,C
high,33136,b,B
high,33137,c,C
high,33138,b,B
high,33139,c,C
high,33140,a,A
high,33141,b,B
high,33142,a,A
high,33143,b,B
high,33144,c,C
high,33145,b,B
high,33146,a,A
high,33147,b,B
high,33148,c,C
high,33149,c,C
high,33150,a,A
high,33151,c,C
high,33152,b,B
high,33153,b,B
high,33154,c,C
high,33155,b,B
high,33156,a,A
high,33157,a,A
high,33158,b,B
high,33159,a,A
high,33160,c,C
high,33161,a,A
high,33162,c,C
high,33163,a,A
high,33164,b,B
high,33165,b,B
high,33166,a,A
high,33167,b,B
high,33168,c,C
high,33169,b,B
high,33170,c,C
high,33171,b,B
high,33172,a,A
high,33173,c,C
high,33174,a,A
high,33175,c,C
high,33176,b,B
high,33177,c,C
high,33178,b,B
high,33179,c,C
high,33180,a,A
high,33181,c,C
high,33182,b,B
high,33183,c,C
high,33184,a,A
high,33185,a,A
high,33186,b,B
high,33187,a,A
high,33188,c,C
high,33189,c,C
high,33190,b,B
high,33191,c,C
high,33192,a,A
high,33193,a,A
high,33194,c,C
high,33195,a,A
high,33196,b,B
high,33197,c,C
high,33198,a,A
high,33199,c,C
high,33200,b,B
high,33201,c,C
high,33202,b,B
high,33203,c,C
high,33204,a,A
high,33205,a,A
high,33206,b,B
high,33207,a,A
high,33208,c,C
high,33209,c,C
high,33210,a,A
high,33211,c,C
high,33212,b,B
high,33213,b,B
high,33214,c,C
high,33215,b,B
high,33216,a,A
high,33217,b,B
high,33218,c,C
high,33219,b,B
high,33220,a,A
high,33221,c,C
high,33222,a,A
high,33223,c,C
high,33224,b,B
high,33225,a,A
high,33226,b,B
high,33227,a,A
high,33228,c,C
high,33229,a,A
high,33230,c,C
high,33231,a,A
high,33232,b,B
high,33233,b,B
high,33234,a,A
high,33235,b,B
high,33236,c,C
high,33237,c,C
high,33238,a,A
high,33239,c,C
high,33240,b,B
high,33241,c,C
high,33242,b,B
high,33243,c,C
high,33244,a,A
high,33245,a,A
high,33246,c,C
high,33247,a,A
high,33248,b,B
high,33249,b,B
high,33250,a,A
high,33251,b,B
high,33252,c,C
high,33253,a,A
high,33254,b,B
high,33255,a,A
high,33256,c,C
high,33257,b,B
high,33258,a,A
high,33259,b,B
high,33260,c,C
high,33261,c,C
high,33262,a,A
high,33263,c,C
high,33264,b,B
high,33265,b,B
high,33266,a,A
high,33267,b,B
high,33268,c,C
high,33269,b,B
high,33270,c,C
high,33271,b,B
high,33272,a,A
high,33273,a,A
high,33274,b,B
high,33275,a,A
high,33276,c,C
high,33277,c,C
high,33278,a,A
high,33279,c,C
high,33280,b,B
high,33281,a,A
high,33282,c,C
high,33283,a,A
high,33284,b,B
high,33285,b,B
high,33286,c,C
high,33287,b,B
high,33288,a,A
high,33289,c,C
high,33290,b,B
high,33291,c,C
high,33292,a,A
high,33293,a,A
high,33294,c,C
high,33295,a,A
high,33296,b,B
high,33297,c,C
high,33298,b,B
high,33299,c,C
high,33300,a,A
high,33301,b,B
high,33302,a,A
high,33303,b,B
high,33304,c,C
high,33305,b,B
high,33306,a,A
high,33307,b,B
high,33308,c,C
high,33309,c,C
high,33310,a,A
high,33311,c,C
high,33312,b,B
high,33313,a,A
high,33314,b,B
high,33315,a,A
high,33316,c,C
high,33317,b,B
high,33318,a,A
high,33319,b,B
high,33320,c,C
high,33321,a,A
high,33322,b,B
high,33323,a,A
high,33324,c,C
high,33325,b,B
high,33326,a,A
high,33327,b,B
high,33328,c,C
high,33329,c,C
high,33330,b,B
high,33331,c,C
high,33332,a,A
high,33333,a,A
high,33334,c,C
high,33335,a,A
high,33336,b,B
high,33337,c,C
high,33338,a,A
high,33339,c,C
high,33340,b,B
high,33341,a,A
high,33342,b,B
high,33343,a,A
high,33344,c,C
high,33345,c,C
high,33346,b,B
high,33347,c,C
high,33348,a,A
high,33349,a,A
high,33350,c,C
high,33351,a,A
high,33352,b,B
high,33353,a,A
high,33354,c,C
high,33355,a,A
high,33356,b,B
high,33357,a,A
high,33358,c,C
high,33359,a,A
high,33360,b,B
high,33361,b,B
high,33362,c,C
high,33363,b,B
high,33364,a,A
high,33365,b,B
high,33366,a,A
high,33367,b,B
high,33368,c,C
high,33369,a,A
high,33370,c,C
high,33371,a,A
high,33372,b,B
high,33373,a,A
high,33374,b,B
high,33375,a,A
high,33376,c,C
high,33377,b,B
high,33378,a,A
high,33379,b,B
high,33380,c,C
high,33381,a,A
high,33382,c,C
high,33383,a,A
high,33384,b,B
high,33385,b,B
high,33386,c,C
high,33387,b,B
high,33388,a,A
high,33389,b,B
high,33390,c,C
high,33391,b,B
high,33392,a,A
high,33393,c,C
high,33394,b,B
high,33395,c,C
high,33396,a,A
high,33397,c,C
high,33398,a,A
high,33399,c,C
high,33400,b,B
high,33401,b,B
high,33402,a,A
high,33403,b,B
high,33404,c,C
high,33405,a,A
high,33406,b,B
high,33407,a,A
high,33408,c,C
high,33409,b,B
high,33410,a,A
high,33411,b,B
high,33412,c,C
high,33413,b,B
high,33414,a,A
high,33415,b,B
high,33416,c,C
high,33417,c,C
high,33418,b,B
high,33419,c,C
high,33420,a,A
high,33421,a,A
high,33422,b,B
high,33423,a,A
high,33424,c,C
high,33425,b,B
high,33426,a,A
high,33427,b,B
high,33428,c,C
high,33429,b,B
high,33430,c,C
high,33431,b,B
high,33432,a,A
high,33433,a,A
high,33434,c,C
high,33435,a,A
high,33436,b,B
high,33437,b,B
high,33438,c,C
high,33439,b,B
high,33440,a,A
high,33441,b,B
high,33442,c,C
high,33443,b,B
high,33444,a,A
high,33445,a,A
high,33446,c,C
high,33447,a,A
high,33448,b,B
high,33449,a,A
high,33450,c,C
high,33451,a,A
high,33452,b,B
high,33453,c,C
high,33454,a,A
high,33455,c,C
high,33456,b,B
high,33457,b,B
high,33458,c,C
high,33459,b,B
high,33460,a,A
high,33461,a,A
high,33462,b,B
high,33463,a,A
high,33464,c,C
high,33465,b,B
high,33466,c,C
high,33467,b,B
high,33468,a,A
high,33469,c,C
high,33470,a,A
high,33471,c,C
high,33472,b,B
high,33473,c,C
high,33474,a,A
high,33475,c,C
high,33476,b,B
high,33477,a,A
high,33478,b,B
high,33479,a,A
high,33480,c,C
high,33481,b,B
high,33482,c,C
high,33483,b,B
high,33484,a,A
high,33485,a,A
high,33486,c,C
high,33487,a,A
high,33488,b,B
high,33489,b,B
high,33490,a,A
high,33491,b,B
high,33492,c,C
high,33493,b,B
high,33494,c,C
high,33495,b,B
high,33496,a,A
high,33497,b,B
high,33498,a,A
high,33499,b,B
high,33500,c,C
high,33501,a,A
high,33502,b,B
high,33503,a,A
high,33504,c,C
high,33505,c,C
high,33506,b,B
high,33507,c,C
high,33508,a,A
high,33509,c,C
high,33510,b,B
high,33511,c,C
high,33512,a,A
high,33513,a,A
high,33514,c,C
high,33515,a,A
high,33516,b,B
high,33517,b,B
high,33518,a,A
high,33519,b,B
high,33520,c,C
high,33521,a,A
high,33522,b,B
high,33523,a,A
high,33524,c,C
high,33525,b,B
high,33526,c,C
high,33527,b,B
high,33528,a,A
high,33529,a,A
high,33530,c,C
high,33531,a,A
high,33532,b,B
high,33533,a,A
high,33534,b,B
high,33535,a,A
high,33536,c,C
high,33537,b,B
high,33538,a,A
high,33539,b,B
high,33540,c,C
high,33541,b,B
high,33542,a,A
high,33543,b,B
high,33544,c,C
high,33545,b,B
high,33546,c,C
high,33547,b,B
high,33548,a,A
high,33549,c,C
high,33550,a,A
high,33551,c,C
high,33552,b,B
high,33553,b,B
high,33554,a,A
high,33555,b,B
high,33556,c,C
high,33557,c,C
high,33558,b,B
high,33559,c,C
high,33560,a,A
high,33561,b,B
high,33562,a,A
high,33563,b,B
high,33564,c,C
high,33565,c,C
high,33566,b,B
high,33567,c,C
high,33568,a,A
high,33569,c,C
high,33570,b,B
high,33571,c,C
high,33572,a,A
high,33573,c,C
high,33574,b,B
high,33575,c,C
high,33576,a,A
high,33577,a,A
high,33578,c,C
high,33579,a,A
high,33580,b,B
high,33581,b,B
high,33582,a,A
high,33583,b,B
high,33584,c,C
high,33585,a,A
high,33586,b,B
high,33587,a,A
high,33588,c,C
high,33589,b,B
high,33590,c,C
high,33591,b,B
high,33592,a,A
high,33593,c,C
high,33594,b,B
high,33595,c,C
high,33596,a,A
high,33597,b,B
high,33598,a,A
high,33599,b,B
high,33600,c,C
high,33601,c,C
high,33602,b,B
high,33603,c,C
high,33604,a,A
high,33605,c,C
high,33606,a,A
high,33607,c,C
high,33608,b,B
high,33609,a,A
high,33610,c,C
high,33611,a,A
high,33612,b,B
high,33613,b,B
high,33614,a,A
high,33615,b,B
high,33616,c,C
high,33617,a,A
high,33618,c,C
high,33619,a,A
high,33620,b,B
high,33621,c,C
high,33622,a,A
high,33623,c,C
high,33624,b,B
high,33625,a,A
high,33626,c,C
high,33627,a,A
high,33628,b,B
high,33629,b,B
high,33630,a,A
high,33631,b,B
high,33632,c,C
high,33633,a,A
high,33634,c,C
high,33635,a,A
high,33636,b,B
high,33637,c,C
high,33638,b,B
high,33639,c,C
high,33640,a,A
high,33641,a,A
high,33642,b,B
high,33643,a,A
high,33644,c,C
high,33645,a,A
high,33646,b,B
high,33647,a,A
high,33648,c,C
high,33649,c,C
high,33650,b,B
high,33651,c,C
high,33652,a,A
high,33653,b,B
high,33654,a,A
high,33655,b,B
high,33656,c,C
high,33657,a,A
high,33658,b,B
high,33659,a,A
high,33660,c,C
high,33661,b,B
high,33662,c,C
high,33663,b,B
high,33664,a,A
high,33665,b,B
high,33666,a,A
high,33667,b,B
high,33668,c,C
high,33669,c,C
high,33670,a,A
high,33671,c,C
high,33672,b,B
high,33673,c,C
high,33674,b,B
high,33675,c,C
high,33676,a,A
high,33677,c,C
high,33678,a,A
high,33679,c,C
high,33680,b,B
high,33681,c,C
high,33682,a,A
high,33683,c,C
high,33684,b,B
high,33685,a,A
high,33686,b,B
high,33687,a,A
high,33688,c,C
high,33689,c,C
high,33690,a,A
high,33691,c,C
high,33692,b,B
high,33693,a,A
high,33694,b,B
high,33695,a,A
high,33696,c,C
high,33697,a,A
high,33698,b,B
high,33699,a,A
high,33700,c,C
high,33701,b,B
high,33702,a,A
high,33703,b,B
high,33704,c,C
high,33705,a,A
high,33706,b,B
high,33707,a,A
high,33708,c,C
high,33709,b,B
high,33710,a,A
high,33711,b,B
high,33712,c,C
high,33713,a,A
high,33714,b,B
high,33715,a,A
high,33716,c,C
high,33717,c,C
high,33718,b,B
high,33719,c,C
high,33720,a,A
high,33721,b,B
high,33722,c,C
high,33723,b,B
high,33724,a,A
high,33725,a,A
high,33726,c,C
high,33727,a,A
high,33728,b,B
high,33729,a,A
high,33730,b,B
high,33731,a,A
high,33732,c,C
high,33733,c,C
high,33734,a,A
high,33735,c,C
high,33736,b,B
high,33737,c,C
high,33738,b,B
high,33739,c,C
high,33740,a,A
high,33741,b,B
high,33742,c,C
high,33743,b,B
high,33744,a,A
high,33745,a,A
high,33746,c,C
high,33747,a,A
high,33748,b,B
high,33749,a,A
high,33750,b,B
high,33751,a,A
high,33752,c,C
high,33753,a,A
high,33754,b,B
high,33755,a,A
high,33756,c,C
high,33757,a,A
high,33758,c,C
high,33759,a,A
high,33760,b,B
high,33761,b,B
high,33762,a,A
high,33763,b,B
high,33764,c,C
high,33765,a,A
high,33766,b,B
high,33767,a,A
high,33768,c,C
high,33769,a,A
high,33770,b,B
high,33771,a,A
high,33772,c,C
high,33773,a,A
high,33774,c,C
high,33775,a,A
high,33776,b,B
high,33777,c,C
high,33778,a,A
high,33779,c,C
high,33780,b,B
high,33781,c,C
high,33782,a,A
high,33783,c,C
high,33784,b,B
high,33785,a,A
high,33786,b,B
high,33787,a,A
high,33788,c,C
high,33789,c,C
high,33790,b,B
high,33791,c,C
high,33792,a,A
high,33793,a,A
high,33794,c,C
high,33795,a,A
high,33796,b,B
high,33797,c,C
high,33798,b,B
high,33799,c,C
high,33800,a,A
high,33801,b,B
high,33802,a,A
high,33803,b,B
high,33804,c,C
high,33805,b,B
high,33806,a,A
high,33807,b,B
high,33808,c,C
high,33809,b,B
high,33810,c,C
high,33811,b,B
high,33812,a,A
high,33813,c,C
high,33814,a,A
high,33815,c,C
high,33816,b,B
high,33817,b,B
high,33818,c,C
high,33819,b,B
high,33820,a,A
high,33821,a,A
high,33822,c,C
high,33823,a,A
high,33824,b,B
high,33825,a,A
high,33826,b,B
high,33827,a,A
high,33828,c,C
high,33829,a,A
high,33830,b,B
high,33831,a,A
high,33832,c,C
high,33833,c,C
high,33834,b,B
high,33835,c,C
high,33836,a,A
high,33837,a,A
high,33838,b,B
high,33839,a,A
high,33840,c,C
high,33841,c,C
high,33842,b,B
high,33843,c,C
high,33844,a,A
high,33845,b,B
high,33846,c,C
high,33847,b,B
high,33848,a,A
high,33849,c,C
high,33850,a,A
high,33851,c,C
high,33852,b,B
high,33853,c,C
high,33854,a,A
high,33855,c,C
high,33856,b,B
high,33857,c,C
high,33858,a,A
high,33859,c,C
high,33860,b,B
high,33861,c,C
high,33862,a,A
high,33863,c,C
high,33864,b,B
high,33865,c,C
high,33866,a,A
high,33867,c,C
high,33868,b,B
high,33869,b,B
high,33870,a,A
high,33871,b,B
high,33872,c,C
high,33873,b,B
high,33874,c,C
high,33875,b,B
high,33876,a,A
high,33877,a,A
high,33878,b,B
high,33879,a,A
high,33880,c,C
high,33881,a,A
high,33882,b,B
high,33883,a,A
high,33884,c,C
high,33885,c,C
high,33886,b,B
high,33887,c,C
high,33888,a,A
high,33889,b,B
high,33890,c,C
high,33891,b,B
high,33892,a,A
high,33893,a,A
high,33894,b,B
high,33895,a,A
high,33896,c,C
high,33897,c,C
high,33898,b,B
high,33899,c,C
high,33900,a,A
high,33901,a,A
high,33902,c,C
high,33903,a,A
high,33904,b,B
high,33905,a,A
high,33906,c,C
high,33907,a,A
high,33908,b,B
high,33909,c,C
high,33910,b,B
high,33911,c,C
high,33912,a,A
high,33913,b,B
high,33914,a,A
high,33915,b,B
high,33916,c,C
high,33917,c,C
high,33918,a,A
high,33919,c,C
high,33920,b,B
high,33921,b,B
high,33922,c,C
high,33923,b,B
high,33924,a,A
high,33925,b,B
high,33926,a,A
high,33927,b,B
high,33928,c,C
high,33929,c,C
high,33930,a,A
high,33931,c,C
high,33932,b,B
high,33933,b,B
high,33934,a,A
high,33935,b,B
high,33936,c,C
high,33937,c,C
high,33938,a,A
high,33939,c,C
high,33940,b,B
high,33941,a,A
high,33942,c,C
high,33943,a,A
high,33944,b,B
high,33945,a,A
high,33946,c,C
high,33947,a,A
high,33948,b,B
high,33949,c,C
high,33950,b,B
high,33951,c,C
high,33952,a,A
high,33953,a,A
high,33954,c,C
high,33955,a,A
high,33956,b,B
high,33957,b,B
high,33958,c,C
high,33959,b,B
high,33960,a,A
high,33961,b,B
high,33962,c,C
high,33963,b,B
high,33964,a,A
high,33965,a,A
high,33966,c,C
high,33967,a,A
high,33968,b,B
high,33969,b,B
high,33970,a,A
high,33971,b,B
high,33972,c,C
high,33973,b,B
high,33974,c,C
high,33975,b,B
high,33976,a,A
high,33977,c,C
high,33978,a,A
high,33979,c,C
high,33980,b,B
high,33981,a,A
high,33982,c,C
high,33983,a,A
high,33984,b,B
high,33985,c,C
high,33986,b,B
high,33987,c,C
high,33988,a,A
high,33989,c,C
high,33990,b,B
high,33991,c,C
high,33992,a,A
high,33993,b,B
high,33994,c,C
high,33995,b,B
high,33996,a,A
high,33997,b,B
high,33998,a,A
high,33999,b,B
high,34000,c,C
high,34001,b,B
high,34002,a,A
high,34003,b,B
high,34004,c,C
high,34005,a,A
high,34006,c,C
high,34007,a,A
high,34008,b,B
high,34009,b,B
high,34010,c,C
high,34011,b,B
high,34012,a,A
high,34013,b,B
high,34014,c,C
high,34015,b,B
high,34016,a,A
high,34017,a,A
high,34018,c,C
high,34019,a,A
high,34020,b,B
high,34021,b,B
high,34022,c,C
high,34023,b,B
high,34024,a,A
high,34025,a,A
high,34026,c,C
high,34027,a,A
high,34028,b,B
high,34029,b,B
high,34030,a,A
high,34031,b,B
high,34032,c,C
high,34033,b,B
high,34034,c,C
high,34035,b,B
high,34036,a,A
high,34037,a,A
high,34038,b,B
high,34039,a,A
high,34040,c,C
high,34041,b,B
high,34042,c,C
high,34043,b,B
high,34044,a,A
high,34045,b,B
high,34046,a,A
high,34047,b,B
high,34048,c,C
high,34049,a,A
high,34050,b,B
high,34051,a,A
high,34052,c,C
high,34053,a,A
high,34054,b,B
high,34055,a,A
high,34056,c,C
high,34057,c,C
high,34058,a,A
high,34059,c,C
high,34060,b,B
high,34061,b,B
high,34062,a,A
high,34063,b,B
high,34064,c,C
high,34065,c,C
high,34066,b,B
high,34067,c,C
high,34068,a,A
high,34069,a,A
high,34070,c,C
high,34071,a,A
high,34072,b,B
high,34073,c,C
high,34074,b,B
high,34075,c,C
high,34076,a,A
high,34077,b,B
high,34078,a,A
high,34079,b,B
high,34080,c,C
high,34081,a,A
high,34082,b,B
high,34083,a,A
high,34084,c,C
high,34085,b,B
high,34086,a,A
high,34087,b,B
high,34088,c,C
high,34089,a,A
high,34090,c,C
high,34091,a,A
high,34092,b,B
high,34093,c,C
high,34094,b,B
high,34095,c,C
high,34096,a,A
high,34097,a,A
high,34098,c,C
high,34099,a,A
high,34100,b,B
high,34101,c,C
high,34102,a,A
high,34103,c,C
high,34104,b,B
high,34105,a,A
high,34106,c,C
high,34107,a,A
high,34108,b,B
high,34109,c,C
high,34110,a,A
high,34111,c,C
high,34112,b,B
high,34113,c,C
high,34114,b,B
high,34115,c,C
high,34116,a,A
high,34117,b,B
high,34118,c,C
high,34119,b,B
high,34120,a,A
high,34121,a,A
high,34122,b,B
high,34123,a,A
high,34124,c,C
high,34125,c,C
high,34126,a,A
high,34127,c,C
high,34128,b,B
high,34129,c,C
high,34130,b,B
high,34131,c,C
high,34132,a,A
high,34133,c,C
high,34134,a,A
high,34135,c,C
high,34136,b,B
high,34137,b,B
high,34138,a,A
high,34139,b,B
high,34140,c,C
high,34141,b,B
high,34142,a,A
high,34143,b,B
high,34144,c,C
high,34145,a,A
high,34146,b,B
high,34147,a,A
high,34148,c,C
high,34149,c,C
high,34150,b,B
high,34151,c,C
high,34152,a,A
high,34153,b,B
high,34154,c,C
high,34155,b,B
high,34156,a,A
high,34157,a,A
high,34158,c,C
high,34159,a,A
high,34160,b,B
high,34161,a,A
high,34162,c,C
high,34163,a,A
high,34164,b,B
high,34165,c,C
high,34166,a,A
high,34167,c,C
high,34168,b,B
high,34169,b,B
high,34170,a,A
high,34171,b,B
high,34172,c,C
high,34173,b,B
high,34174,a,A
high,34175,b,B
high,34176,c,C
high,34177,a,A
high,34178,c,C
high,34179,a,A
high,34180,b,B
high,34181,c,C
high,34182,a,A
high,34183,c,C
high,34184,b,B
high,34185,b,B
high,34186,a,A
high,34187,b,B
high,34188,c,C
high,34189,c,C
high,34190,a,A
high,34191,c,C
high,34192,b,B
high,34193,c,C
high,34194,b,B
high,34195,c,C
high,34196,a,A
high,34197,a,A
high,34198,b,B
high,34199,a,A
high,34200,c,C
high,34201,b,B
high,34202,a,A
high,34203,b,B
high,34204,c,C
high,34205,b,B
high,34206,a,A
high,34207,b,B
high,34208,c,C
high,34209,c,C
high,34210,b,B
high,34211,c,C
high,34212,a,A
high,34213,c,C
high,34214,b,B
high,34215,c,C
high,34216,a,A
high,34217,b,B
high,34218,c,C
high,34219,b,B
high,34220,a,A
high,34221,a,A
high,34222,b,B
high,34223,a,A
high,34224,c,C
high,34225,a,A
high,34226,c,C
high,34227,a,A
high,34228,b,B
high,34229,a,A
high,34230,b,B
high,34231,a,A
high,34232,c,C
high,34233,b,B
high,34234,c,C
high,34235,b,B
high,34236,a,A
high,34237,c,C
high,34238,b,B
high,34239,c,C
high,34240,a,A
high,34241,b,B
high,34242,c,C
high,34243,b,B
high,34244,a,A
high,34245,b,B
high,34246,c,C
high,34247,b,B
high,34248,a,A
high,34249,b,B
high,34250,a,A
high,34251,b,B
high,34252,c,C
high,34253,b,B
high,34254,a,A
high,34255,b,B
high,34256,c,C
high,34257,c,C
high,34258,a,A
high,34259,c,C
high,34260,b,B
high,34261,b,B
high,34262,c,C
high,34263,b,B
high,34264,a,A
high,34265,a,A
high,34266,b,B
high,34267,a,A
high,34268,c,C
high,34269,b,B
high,34270,a,A
high,34271,b,B
high,34272,c,C
high,34273,b,B
high,34274,a,A
high,34275,b,B
high,34276,c,C
high,34277,a,A
high,34278,c,C
high,34279,a,A
high,34280,b,B
high,34281,b,B
high,34282,a,A
high,34283,b,B
high,34284,c,C
high,34285,c,C
high,34286,b,B
high,34287,c,C
high,34288,a,A
high,34289,a,A
high,34290,b,B
high,34291,a,A
high,34292,c,C
high,34293,b,B
high,34294,a,A
high,34295,b,B
high,34296,c,C
high,34297,b,B
high,34298,a,A
high,34299,b,B
high,34300,c,C
high,34301,a,A
high,34302,b,B
high,34303,a,A
high,34304,c,C
high,34305,a,A
high,34306,b,B
high,34307,a,A
high,34308,c,C
high,34309,a,A
high,34310,b,B
high,34311,a,A
high,34312,c,C
high,34313,b,B
high,34314,a,A
high,34315,b,B
high,34316,c,C
high,34317,c,C
high,34318,b,B
high,34319,c,C
high,34320,a,A
high,34321,c,C
high,34322,a,A
high,34323,c,C
high,34324,b,B
high,34325,c,C
high,34326,a,A
high,34327,c,C
high,34328,b,B
high,34329,a,A
high,34330,b,B
high,34331,a,A
high,34332,c,C
high,34333,b,B
high,34334,a,A
high,34335,b,B
high,34336,c,C
high,34337,b,B
high,34338,c,C
high,34339,b,B
high,34340,a,A
high,34341,b,B
high,34342,c,C
high,34343,b,B
high,34344,a,A
high,34345,c,C
high,34346,a,A
high,34347,c,C
high,34348,b,B
high,34349,b,B
high,34350,a,A
high,34351,b,B
high,34352,c,C
high,34353,c,C
high,34354,a,A
high,34355,c,C
high,34356,b,B
high,34357,c,C
high,34358,b,B
high,34359,c,C
high,34360,a,A
high,34361,b,B
high,34362,a,A
high,34363,b,B
high,34364,c,C
high,34365,b,B
high,34366,a,A
high,34367,b,B
high,34368,c,C
high,34369,b,B
high,34370,c,C
high,34371,b,B
high,34372,a,A
high,34373,b,B
high,34374,c,C
high,34375,b,B
