evaluation_id,model_id,model_name,condition_id,source_model_label,condition_label_status,verification_status,source_group,category_schema,n,scorable_n,valid_n,invalid_n,coverage_pct,overall_accuracy_pct,ambig_accuracy_pct,disambig_accuracy_pct,sAMB,sDIS,source_sAMB_x100,source_sDIS_x100,notes
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_SES,gpt_source_15,3360,3360,3360,0,100.0,56.99404762,87.02380952,26.96428571,-0.00595238095,0.01848428835,-0.595238095,1.848428835,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_SES (names),gpt_source_15,7800,7800,7800,0,100.0,63.87179487,94.05128205,33.69230769,0.00205128205,0.03170254403,0.205128205,3.170254403,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_gender,gpt_source_15,4560,4560,4560,0,100.0,67.34649123,90.35087719,44.34210526,0.00789473684,-0.00720906282,0.789473684,-0.720906282,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_gender (names),gpt_source_15,11400,11400,11400,0,100.0,65.0877193,89.52631579,40.64912281,0.00964912281,0.0027583280300000003,0.964912281,0.275832803,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Religion,gpt_source_15,1200,1200,1200,0,100.0,59.41666667,82.66666667,36.16666667,-0.03,-0.03649635036,-3.0,-3.649635036,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,SES,gpt_source_15,6864,6864,6864,0,100.0,57.34265734,91.2004662,23.48484848,-0.005244755239999999,-0.03301540719,-0.524475524,-3.301540719,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_medium,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_medium,GPT 5.6 LunaWork vá»,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Sexual_orientation,gpt_source_15,864,864,864,0,100.0,63.88888889,92.12962963,35.64814815,0.00462962963,0.01038062284,0.462962963,1.038062284,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Age,gpt_source_15,3680,3680,3680,0,100.0,45.35326087,81.41304348,9.293478261,-0.00760869565,-0.04093567250999999,-0.760869565,-4.093567251,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Disability_status,gpt_source_15,1556,1556,1556,0,100.0,44.85861183,79.4344473,10.28277635,0.01542416452,0.075,1.542416452,7.5,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Gender_identity,gpt_source_15,672,656,672,0,100.0,43.75,75.0,12.5,-0.00609756098,-0.0243902439,-0.609756098,-2.43902439,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Gender_identity (names),gpt_source_15,5000,5000,5000,0,100.0,45.12,80.48,9.76,-0.0064,-0.03278688525,-0.64,-3.278688525,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Nationality,gpt_source_15,3080,3080,3080,0,100.0,44.87012987,79.48051948,10.25974026,0.01038961039,0.05063291139000001,1.038961039,5.063291139,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Physical_appearance,gpt_source_15,1576,1576,1576,0,100.0,44.67005076,78.68020305,10.65989848,-0.030456852790000002,-0.14285714289999998,-3.045685279,-14.28571429,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_ethnicity,gpt_source_15,1880,1880,1880,0,100.0,43.77659574,75.10638298,12.44680851,-0.01063829787,-0.04273504274000001,-1.063829787,-4.273504274,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_ethnicity (names),gpt_source_15,5000,5000,5000,0,100.0,45.24,80.96,9.52,0.0016,0.00840336134,0.16,0.840336134,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_SES,gpt_source_15,3360,3360,3360,0,100.0,45.0297619,80.11904762,9.94047619,0.020238095239999997,0.1017964072,2.023809524,10.17964072,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_SES (names),gpt_source_15,7800,7800,7800,0,100.0,44.51282051,78.05128205,10.97435897,0.0,0.0,0.0,0.0,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_gender,gpt_source_15,4560,4560,4560,0,100.0,44.84649123,79.38596491,10.30701754,-0.02368421053,-0.114893617,-2.368421053,-11.4893617,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Race_x_gender (names),gpt_source_15,11400,11400,11400,0,100.0,45.21052632,80.84210526,9.578947368,0.00210526316,0.01098901099,0.210526316,1.098901099,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Religion,gpt_source_15,1200,1200,1200,0,100.0,45.33333333,81.33333333,9.333333333,0.013333333329999999,0.07142857142999999,1.333333333,7.142857143,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,SES,gpt_source_15,6864,6864,6864,0,100.0,44.82808858,79.31235431,10.34382284,-0.00174825175,-0.00845070423,-0.174825175,-0.845070423,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
gpt_5_6_lunawork__reasoning_low,gpt_5_6_lunawork,GPT 5.6 LunaWork,reasoning_low,GPT 5.6 LunaWork nhá,INFERRED_FROM_MOJIBAKE,REPORTED_AGGREGATE,Sexual_orientation,gpt_source_15,864,864,864,0,100.0,43.75,75.0,12.5,0.02777777778,0.11111111109999999,2.777777778,11.11111111,Reported aggregate only; source taxonomy has 15 groups. Do not merge into canonical category table until raw/scorer audit.
